Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"14108774","2","","14107208","2013-01-01 07:39:46","133","","<p>Yes, there is <a href=""http://docs.sublimetext.info/en/latest/search_and_replace/search_and_replace_files.html"">Multiple Files search and replace</a>.</p>

<p>Press <kbd>ctrl</kbd><kbd>shift</kbd><kbd>F</kbd> (<kbd>cmd</kbd><kbd>shift</kbd><kbd>F</kbd> on MacOS):</p>

<p><img src=""http://i.stack.imgur.com/B7vVn.png"" alt=""enter image description here""></p>

<p>In the <code>Where</code> field you can also add filters to search only folders and files that you need. If nothing is set, the search is made on all files listed in the sidebar.</p>

<p>If you double click on a line of the search result, Sublime will jump to that line.</p>

<p>Notice these icons in the search bar:</p>

<p><img src=""http://i.stack.imgur.com/SJXOb.png"" alt=""enter image description here""></p>

<p>The first (<em>show context</em>) toggles context in result format (if enabled, some lines of text are shown before and after the matching line). The second allows to show the result in a new buffer, or in a console.</p>
","761777","","761777","","2013-01-01 08:01:51","2013-01-01 08:01:51","","","","6","","",""
"23229562","2","","14107208","2014-04-22 20:29:14","2","","<p>Press <kbd>ctrl</kbd><kbd>shift</kbd><kbd>F</kbd> (<kbd>cmd</kbd><kbd>shift</kbd><kbd>F</kbd> on  Mac OS X :) and then put <code>*.*</code> in the <code>where:</code> field </p>

<p>This will open the search up to all files in the project as opposed to only open files or folders.</p>

<p>You can also use this to search only files of a certain type, or with a certain name regardless of type. It's just wildcards for the filename and extension.</p>
","637283","","637283","","2014-12-17 17:25:55","2014-12-17 17:25:55","","","","0","","",""
"14107378","2","","14107354","2013-01-01 02:03:59","0","","<p><code>to_datetime</code> does not destroy millisecond resolution of data - it's simply hidden because <code>DateTime#to_s</code> doesn't display it.</p>

<pre><code>[1] pry(main)&gt; '2012-12-31T01:01:01.232323+3'.to_datetime
=&gt; Mon, 31 Dec 2012 01:01:01 +0300
[2] pry(main)&gt; '2012-12-31T01:01:01.232323+3'.to_datetime.to_f
=&gt; 1356904861.232323
</code></pre>

<p>That said, I suspect that ActiveRecord is mistakenly hiding that information when persisting the data; remember that it is database-agnostic, so it takes approaches that are guaranteed to work across all of its database targets. While Postgres supposed microsecond information in timestamps, MySQL does not, so I suspect AR selects for the lowest common denominator. I couldn't be sure without getting into the guts of AR. You may need a Postgres-specific monkeypatch to enable this behavior.</p>
","271475","","","","","2013-01-01 02:03:59","","","","0","","",""
"14107418","2","","14107354","2013-01-01 02:14:17","7","","<p>ActiveRecord should preserve the full precision from the database, you're just not looking at it properly. Use <code>strftime</code> and the <code>%N</code> format to see the fractional seconds. For example, <code>psql</code> says this:</p>

<pre><code>=&gt; select created_at from models where id = 1;
         created_at         
----------------------------
 2012-02-07 07:36:20.949641
(1 row)
</code></pre>

<p>and ActiveRecord says this:</p>

<pre><code>&gt; Model.find(1).created_at.strftime('%Y-%m-%d %H:%M:%S.%N')
 =&gt; ""2012-02-07 07:36:20.949641000"" 
</code></pre>

<p>So everything is there, you just need to know how to see it.</p>

<p>Also note that ActiveRecord will probably give you <code>ActiveSupport::TimeWithZone</code> objects rather than <code>DateTime</code> objects but <code>DateTime</code> preserves everything too:</p>

<pre><code>&gt; '2012-12-31T01:01:01.232323+3'.to_datetime.strftime('%Y-%m-%d %H:%M:%S.%N')
 =&gt; ""2012-12-31 01:01:01.232323000"" 
</code></pre>

<hr>

<p>Have a look at <code>connection_adapters/column.rb</code> in the ActiveRecord source and check what the <code>string_to_time</code> method does. Your string would go down  the <code>fallback_string_to_time</code> path and that preserves fractional seconds as near as I can tell. Something strange could be going on elsewhere, I wouldn't be surprised given the strange things I've seen in the Rails source, especially the database side of things. I'd try converting the strings to objects by hand so that ActiveRecord will keeps its hands off them.</p>
","479863","","479863","","2013-01-01 03:43:48","2013-01-01 03:43:48","","","","4","","",""
"14109674","2","","14107354","2013-01-01 10:34:03","2","","<p>Changing <code>m.happened_at = '2012-01-01T00:00:00.32323'.to_datetime</code> in the code above to <code>m.happened_at = '2012-01-01T00:00:00.32323'</code> solves the problem, though I have no idea why.</p>
","785494","","","","","2013-01-01 10:34:03","","","","2","","",""
"19832359","2","","14107354","2013-11-07 09:35:33","2","","<p>I ended up here when I was suffering from using the RVM provided binary Ruby 2.0.0-p247 on OS X (Mavericks) which was causing rounding to whole values of seconds when retrieving times from Postgres.  Rebuilding Ruby myself (<code>rvm reinstall 2.0.0 --disable-binary</code>) solved the issue for me.</p>

<p>See <a href=""https://github.com/wayneeseguin/rvm/issues/2189"" rel=""nofollow"">https://github.com/wayneeseguin/rvm/issues/2189</a> which I found via <a href=""https://github.com/rails/rails/issues/12422"" rel=""nofollow"">https://github.com/rails/rails/issues/12422</a>.</p>

<p>I recognise that this is not THE answer to this issue but I hope this note might help someone struggling with it.</p>
","1476206","","1476206","","2013-11-15 14:39:26","2013-11-15 14:39:26","","","","0","","",""
"14110132","2","","14107531","2013-01-01 11:45:27","4","","<p>I haven't used it before, but angular has a <a href=""http://docs.angularjs.org/api/ng.%24anchorScroll"" rel=""nofollow"">$anchorScroll</a> service. As to reloading the data, you could cache it using <a href=""http://docs.angularjs.org/api/ng.%24cacheFactory"" rel=""nofollow"">$cacheFactory</a>, or store the data on a higher scope.</p>
","1916258","","","","","2013-01-01 11:45:27","","","","0","","",""
"16198496","2","","14107531","2013-04-24 17:29:17","21","","<p>I have a fiddle here that shows how to restore scroll position in the list view after a detail view; not encapsulated in a directive yet, working on that...</p>

<p><a href=""http://jsfiddle.net/BkXyQ/6/"">http://jsfiddle.net/BkXyQ/6/</a></p>

<pre><code>$scope.scrollPos = {}; // scroll position of each view

$(window).on('scroll', function() {
    if ($scope.okSaveScroll) { // false between $routeChangeStart and $routeChangeSuccess
        $scope.scrollPos[$location.path()] = $(window).scrollTop();
        //console.log($scope.scrollPos);
    }
});

$scope.scrollClear = function(path) {
    $scope.scrollPos[path] = 0;
}

$scope.$on('$routeChangeStart', function() {
    $scope.okSaveScroll = false;
});

$scope.$on('$routeChangeSuccess', function() {
    $timeout(function() { // wait for DOM, then restore scroll position
        $(window).scrollTop($scope.scrollPos[$location.path()] ? $scope.scrollPos[$location.path()] : 0);
        $scope.okSaveScroll = true;
    }, 0);
});
</code></pre>

<p>The fiddle also shows fetching the list once, outside of 'ListCtrl'.</p>
","2275421","","","","","2013-04-24 17:29:17","","","","4","","",""
"16503127","2","","14107531","2013-05-12 00:48:57","5","","<p>i created a directive that works on the window scroll ( it could updated to work on any element though )</p>

<p>html usage</p>

<pre><code>&lt;div ng-keep-scroll=""service.scrollY""&gt;
&lt;!-- list of scrolling things here --&gt;
&lt;/div&gt;
</code></pre>

<p>where ""service.scrollY"" MUST be a variable within a service. Services retain their state and values, controllers are recreated every time they load and clear their values so you cant use them to store persistent data. the controller has a scope variable pointing to the service.</p>

<p>directive js</p>

<pre><code>app.directive('ngKeepScroll', function ($timeout) {
    return function (scope, element, attrs) {

        //load scroll position after everything has rendered
        $timeout(function () {
            var scrollY = parseInt(scope.$eval(attrs.ngKeepScroll));
            $(window).scrollTop(scrollY ? scrollY : 0);
        }, 0);

        //save scroll position on change
        scope.$on(""$routeChangeStart"", function () {
            scope.$eval(attrs.ngKeepScroll + "" = "" + $(window).scrollTop());
        });
    }
});
</code></pre>
","839952","","","","","2013-05-12 00:48:57","","","","1","","",""
"19006108","2","","14107531","2013-09-25 13:20:03","1","","<p>If your page requires fetching of data to display, you may have to use $routeChangeSuccess and delay the scrolling function call.</p>

<pre><code>    scope.$on(""$routeChangeSuccess"", function() {
        $timeout(function () {
            var scrollY = parseInt(scope.$eval(attrs.ngKeepScroll));
            $(window).scrollTop(scrollY ? scrollY : 0);
        }, 1000); // delay by 1 sec
    });
</code></pre>
","1577560","","","","","2013-09-25 13:20:03","","","","0","","",""
